author,category,description,name,price,priceCurrency,ratingValue,pert_alcohol
Lew Bryson,Bourbon/Tennessee,"
The base bottling of the “new” I.W. Harper from Diageo. Source is “new” Bernheim; no age given. Nose is simple: hard candy and corn. A fairly simple and somewhat thin mouth as well: sweet, with hints of ripe melon and apple, and an edge of oak dryness. Finishes well, with a cleanly sweet spiciness. Table bourbon, though a bit pricey for that.","I.W. Harper, 41%",35.0,$,83,41.0
Davin de Kergommeaux,Canadian,"
This odd bird illustrates the yin-yang plight of the craft distiller. Pablum, sweet mash, grain dust, dry green hay, and linseed oil imbued with melon bespeak a telltale immature nose, while the palate, rich in grapes, peaches, and exotic tropical fruits, laced with hot cinnamon, allspice, and pepper, denotes maturity. Blue clay, creamy barley sugar, and a soft waxiness temper gently-pulling oak tannins, while inklings of green apple peels round out a sizzling palate. (Victoria Spirits distillery only) C$100","Craigdarroch, 50%",79.0,$,83,50.0
Dave Broom,Single Malt Scotch,"
A stunningly lovely nose: all sweet, rounded, and layered with exotic tropical fruits, scented woods, wax, and perfume. Water makes it oilier and more waxy in nature. Sadly though, the oak has taken charge on the palate, making it more grippy and nutty. Worth a long sniff though! £228","Duncan Taylor (distilled at Bunnahabhain) 25 year old, 46%",348.0,$,83,46.0
John Hansell,Bourbon/Tennessee,"
This whiskey is produced utilizing a solera system, similar to the way sherry is aged, and is said to contain some whiskey distilled at Stitzel-Weller. Thick and viscous in texture. Orchard fruit (orange, apricot, pear) on the front of the palate, segueing to honeyed vanilla, dried pit fruits, and dried spice (evergreen, cinnamon), leading to a warm finish. Intriguing, but lacking polish to garner a higher rating.","Blade and Bow, 45.5%",50.0,$,83,45.5
Lew Bryson,Miscellaneous,"
Shy nose: some cornbread and spicy candy. Whooshes into the mouth, though, with a lively sweet and spicy rush followed by herbal notes: woodruff, fresh marjoram, meadow grass. The finish becomes drier, finally showing a bit of oak, then drying to a powdery, medicinal astringency. Almost more like a tonic than a whiskey. Sourced whiskey.","Chattanooga 1816 Reserve, 45%",30.0,$,83,45.0
Gavin Smith,Single Malt Scotch,"
John Dewar & Sons Ltd has released a 12 year old bottling from its Macduff distillery, formerly marketed as Glen Deveron, but now simply known as the Deveron. Soft, sweet, and fruity on the nose, with vanilla, ginger, ripe peaches, and apple blossom. Medium-bodied, gently spicy, with butterscotch and Brazil nuts before a hint of licorice kicks in. Quite dry spicy oak in the finish, with a contrasting note of caramel. £40","The Deveron 12 year old, 40%",61.0,$,83,40.0
Jonny McCormick,Blended Scotch Whisky,"
Hunter Laing blended this grand Highland whisky: an 85% malt-driven recipe of more mature stock. I liked its aromas of dripping caramels, dry peats, soft hay, and faint pepper balancing the resilient smoky character. There’s the juiciness of mandarin oranges, too. The blend is smooth and well-textured, beginning with sugared orange, malt, vanilla, and toasted spices which glide into clove and black pepper. The drying finish has spicy pepper, ground ginger, and lasting citrus.","Usquaebach Old Rare Stone Flagon, 43%",115.0,$,83,43.0
Lew Bryson,Bourbon/Tennessee,"
More MGP whiskey: 2 years old, 51% corn, 45% wheat, 5% malt. That’s a lot of wheat, and you can smell it: soft, sweet, even a bit doughy, with a little mint candy. Extremely smooth, but not insipid; there’s some nice oak backbone here, a good weight, and a solid center of corn. Craftsmanlike. And $1 from every bottle goes to veterans programs. Sourced whiskey.","Spirit of America Bourbon, 43%",40.0,$,83,43.0
Davin de Kergommeaux,Canadian,"
Micro-distiller Tyler Schramm studied distilling at Scotland’s Heriot-Watt University. Clearly he learned not to release whisky until it is mature. A waxy, grassy nose delights with dry grain, fresh-cut hay, red fruits, and cinnamon hearts. The palate, though less complex shows wheelbarrow loads of sweet fruits, soft spices, earthy notes, and bracing heat. Green grasses, pink clover, and hints of black licorice precede a long, peppery, grassy, floral finish. (Canada only) C$90","Pemberton Valley Organic Single Malt, 44%",68.0,$,83,44.0
Jonny McCormick,Single Malt French Whisky,"
A noble French single malt whisky from the Cognac region, pronounced ‘Veecont’ (Viscount). The barley is 100% organic, and the whisky makes the best use of French Limousin oak cognac barrel maturation for 8 years, with luscious results. The nose resounds with poached pear, overripe apricot, peach cordial, orange peel, toasted spices, crème brûlée, and fruit syrups. A satin smooth drinking experience shows sweet, burnt sugars, fruit cordials, and roasted lime slices. The finish is a ripe harvest of apricots. £36","Vicomte, 40%",55.0,$,83,40.0
Jonny McCormick,Single Grain Whisky,"
This refill barrel is perhaps more suited to those well versed in drinking grains regularly. The nose is herbal, with tarragon, endive leaves, and artichoke hearts, though there is balance from oat biscuits and honey. The palate begins clean and pure, builds complexity with vegetal notes and honey sweetness before delivering flavors of dates, nougat, wheat crackers, and dry, toasted spices. The drying finish has Quaker oats and sizzling spices. An acquired taste, this one, but not without merit. (162 bottles) £87","Old Particular (distilled at Girvan) 25 year old 1990, 51.5%",126.0,$,83,51.5
Jonny McCormick,Single Malt Finnish Whisky,"
Bourbon and sherry cask maturation were used for this bottling, which marks a milestone for the Finnish distillers. This has a nose of fresh cut apple, scrunched orange peel, malt, lime zest, and digestive biscuits drizzled with sesame oil. Lemon sherbet, cremola foam, and custard Danish start in a sweet direction, though it speedily converges prismatically to a trio of flavors comprising spearmint gum, menthol, and clove. Water only enhances the menthol. A cool, minty finish with residual sweet juices.","Teerenpeli 10 year old, 43%",112.0,$,83,43.0
Gavin Smith,Single Malt Scotch,"
The first release from Wolfburn distillery is 3 years old. Matured in a mix of Spanish and American oak quarter casks previously used by an Islay distillery. The nose is soft and belies its youth, offering vanilla, lemon, ginger, and light smoke. The early palate is grassy. Sweeter fruit notes soon develop with more vanilla and ginger, plus white pepper. The finish is quite long and slightly smoky. Much to look forward to as this ages!","Wolfburn Single Malt, 46%",60.0,$,83,46.0
Fred Minnick,American Whiskey (Unspecified),"
Light straw color, but its rich aroma contradicts its youthful color. Marshmallow and cotton candy really come out strong, quickly followed by decadent bakery aromas. Fresh-baked muffins, heavy whipping cream, and vanilla icing, with hints of caramelized barley and nutmeg. Its weaknesses are a slightly adhesive mouthfeel and short finish, but the pronounced flavors still make it a borderline sipper or a just-add-water whiskey. Sourced whiskey.","Boondocks 11 year old, 47.5%",40.0,$,83,47.5
Jeffery Lindenmuth,Craft Whiskey,"
Mashbill of 47% corn, followed by rye, wheat, and barley. Aromas of golden fruit with grassy freshness (hay and floral notes) turn a bit more plump and juicy on the palate, with apricot, raspberry, and some tropical fruit—pineapple and mango—emerging. Orange-peel citrus character is lifted by white pepper spice before the oak-laden, leathery, drying finish.","John Myer Four Grain, 45%",45.0,$,83,45.0
Jeffery Lindenmuth,Craft Whiskey,"
Aged up to 5 years, this whiskey serves up lots of fresh, oaky sawdust with its caramel and toffee, along with some varnish notes. Aromas of spice and smoke lead to a palate of butterscotch, smooth and oily in texture, with robust, warming spice and a dry, leathery, and tannic finish. Nice maturity and polish for the price.","Union Horse Distilling Reserve Straight Bourbon (Batch 1), 46%",37.0,$,83,46.0
Davin de Kergommeaux,Canadian,"
Sweeter on the nose than the palate, with crème caramel, autumn fruits, and sweet rye spices. Initial caramel notes become peppery, with raging heat that glows in the throat. A creamy mouthfeel works hard to resist this incursion of hot rye spices and searing cayenne pepper. Feels hotter than 40%, with sizzling spices but no alcohol burn. Fruity notes come and go, centered on cooked apples. Eventually fades to a long, sourish, bitter-orange finish.","Throttle2Bottle, 40%",21.0,$,83,40.0
Davin de Kergommeaux,Canadian,"
Reminiscent of old-style sherry malts, with round, mellow, oaky notes and a dusty, waxy, farmy feel that evolves into dark fruit and striking gunpowder on the nose. Odd and enticing. The oily palate shows taffy, blistering white pepper, fresh pine sawdust, and ripe fruits, with chocolatey suggestions of Tootsie Rolls. Starts big, then moves to a quick, spicy-hot resolution. People who think all-wheat whisky is mild or weak really need to try this luscious beauty. $35 CAD","Wolfhead Craft, 40%",26.0,$,83,40.0
Gavin Smith,Single Malt Scotch,"
Distilled in 2008 from barley peated to 167 ppm and matured in virgin French oak casks. Sweet smoke and oak on the initial nose, with quite assertive spices. Freshly sawn timber, dried fruits, and emerging vanilla. Slightly earthy on the palate, where big spice notes continue with peaches, orange, and milk chocolate. The finish is relatively long, with cloves, licorice, ginger, and chili. Bold is the word! (12,000 bottles)","Bruichladdich Octomore 07.4 Virgin Oak, 61.2%",195.0,$,83,61.2
Susannah Skiver Barton,Bourbon/Tennessee,"
The nose is grainy with strong wood notes and hints of vanilla, lilac, and cinnamon candies. Flavors of caramel, vanilla, spice, and citrus tussle with cedar, tea leaves, and oak tannins before a lengthy, assertive finish of tobacco, caramel, cinnamon, clove, and orange peel.

This or whiskey has been matured using alternative aging technology.
Actual Time in Barrel: varies, usually 3 to 6 months;
Processing: Distillate from Indiana and Ohio is aged in new charred oak barrels before undergoing Cleveland’s proprietary process using new charred oak pieces.","Cleveland Black Reserve Bourbon, 50%",30.0,$,83,50.0
Susannah Skiver Barton,American Whiskey (Unspecified),"
Generously woody with pencil shavings and lumber mingled with chamomile, white flowers, and vanilla on the nose. The light-bodied palate is sweet and floral, with cloying milk chocolate, toasted coconut, and vanilla flavors. It’s just a bit simple and boring.

This or whiskey has been matured using alternative aging technology.
Actual Time in Barrel: minimum 6 months;
Processing: Distilled in Indiana and aged in new charred oak barrels, then put through a “compression aged” process using new charred oak pieces.","Relativity American Whisky (prototype), 40%",35.0,$,83,40.0
